product_id,max_daily_sales,avg_daily_sales,safety_stock_level,id,name,category,brand
467,1,1.0,7.0,467,Port Authority Women's Silk Touch 3/4-Sleeve Sport Shirt. L562,Tops & Tees,Port Authority
470,1,1.0,7.0,470,Port Authority Ladies Short Sleeve Value Poplin Shirt. L633,Tops & Tees,Port Authority
471,1,1.0,7.0,471,Woman Within Plus Size Top Perfect cotton polo tunic with long sleeves,Tops & Tees,Woman Within
473,1,1.0,7.0,473,Three Dots Red Women's Fit Long Sleeve Crewneck,Tops & Tees,Three Dots
475,1,1.0,7.0,475,Collections Etc - Floral Garden Long-Sleeve Beaded Tunic Top,Tops & Tees,Samanthas Style Shoppe
476,1,1.0,7.0,476,Coolibar UPF 50+ Women's Long Sleeve T-Shirt - Sun Protective,Tops & Tees,Coolibar
478,1,1.0,7.0,478,Allegra K Ladies Turtle Neck Turn Down Collar Wrap Back Cable Blouse Drak Gray XS,Tops & Tees,Allegra K
484,1,1.0,7.0,484,American Apparel Cotton Spandex Jersey Camisole,Tops & Tees,American Apparel
486,1,1.0,7.0,486,I Like Big Mutts - Ladies Green/Pink Long Sleeve T-Shirt,Tops & Tees,Dog Is Good
488,1,1.0,7.0,488,Lucky Brand Women's Lexie Top,Tops & Tees,Lucky Brand
489,1,1.0,7.0,489,Volcom Juniors Moclov Crew Top,Tops & Tees,Volcom
490,1,1.0,7.0,490,Allegra K Women Printed Front Scoop Neck Short Sleeve Tunic Shirt Top,Tops & Tees,Allegra K
492,1,1.0,7.0,492,Allegra K Ladies Short Dolman Sleeve Casual Ripped T Shirt Top,Tops & Tees,Allegra K
493,1,1.0,7.0,493,Neon Buddha Women's Plus Size Lexington Jersey Skirt,Tops & Tees,Neon Buddha
496,1,1.0,7.0,496,Ladies Plain T-Shirt Round V-Neck Cap Sleeves Cotton Spandex Multiple Colors Available,Tops & Tees,FineBrandShop
498,1,1.0,7.0,498,Splendid Women's V-Neck Top,Tops & Tees,Splendid
499,1,1.0,7.0,499,Plus Size Layered Lace Top,Tops & Tees,eVogues Apparel
503,1,1.0,7.0,503,Neon Buddha Women's Beijing Top,Tops & Tees,Neon Buddha
505,1,1.0,7.0,505,Lucky Brand Women's Joan Scarf Blouse,Tops & Tees,Lucky Brand
506,1,1.0,7.0,506,Ladies Seamless Tunic Cami 25 Inch Long Unstretched Multiple Colors Available,Tops & Tees,FineBrandShop
507,1,1.0,7.0,507,Allegra K Lady Sleeveless Hearts Detail Skull Printed Front Casual Tank Top White XS,Tops & Tees,Allegra K
512,1,1.0,7.0,512,Allegra K Beige Self Tie Knot Stand Collar Sheer Lace Shirt for Women,Tops & Tees,Allegra K
513,1,1.0,7.0,513,Bella Ladies 6.5 oz. Cotton/Spandex Camisole - WHITE - S,Tops & Tees,Bella
515,1,1.0,7.0,515,FUNFASH APPLE RED EMPIRE WAIST BELL SLEEVES TOP SHIRT NEW Plus Size Made in USA Fast Shipping,Tops & Tees,Funfash
516,1,1.0,7.0,516,Fox Juniors Blast Off Crop Long Sleeve Shirt,Tops & Tees,Fox
518,1,1.0,7.0,518,Patty Women Trendy V Neck Ruched Twist Knot Front Long Sleeve Casual Tunic Blouse Top,Tops & Tees,Patty
521,1,1.0,7.0,521,Carhartt Women's Scrubs Long Sleeve Performance Tee,Tops & Tees,Carhartt
522,1,1.0,7.0,522,DR. WHO -- FIRST DOCTOR -- FITTED JUNIORS TEE,Tops & Tees,Blue Star Inc
524,1,1.0,7.0,524,Allegra K Woman Stripes Print Scoop Neck Padded Shoulder Slim Tunic Shirt Black White L,Tops & Tees,Allegra K
530,1,1.0,7.0,530,Chouinard Women's Long Sleeve Thermal T-Shirt. 7015,Tops & Tees,Comfort Colors
537,1,1.0,7.0,537,Allegra K Ladies Batwing Sleeve Solid Color Buttons Decor Back Loose Tunic Shirt Black L,Tops & Tees,Allegra K
539,1,1.0,7.0,539,G by GUESS Stargazer Long-Sleeve Top,Tops & Tees,G by GUESS
540,1,1.0,7.0,540,Bordeaux Seamless Tank Top - Longer Fit,Tops & Tees,Bordeaux
545,1,1.0,7.0,545,Sons Of Anarchy Reaper Black Womens Tube Top,Tops & Tees,Sons Of Anarchy
546,1,1.0,7.0,546,Three Dots 3/4 Light British Tee,Tops & Tees,Three Dots
547,1,1.0,7.0,547,KAVU Women's Lopez Pullover,Tops & Tees,KAVU
554,1,1.0,7.0,554,Calvin Klein Jeans Women's Overcast Tee,Tops & Tees,Calvin Klein Jeans
556,1,1.0,7.0,556,Women's cotton half sleeve button up shirt,Tops & Tees,High Style
557,1,1.0,7.0,557,Allegra K Women 3/4 Sleeves Self Tie Front Falbala Blouse Pink XS,Tops & Tees,Allegra K
558,1,1.0,7.0,558,Allegra K Ladies Batwing Sleeve Round Neck Lip Pattern Loose Shirt Apricor Top L,Tops & Tees,Allegra K
559,1,1.0,7.0,559,Bella 6035 - Ladies' 4.2 oz. Short Sleeve Jersey Cotton Deep V-Neck T-Shirt,Tops & Tees,Bella
563,1,1.0,7.0,563,Jones New York Women's Sleeveless Easy Care Shirt,Tops & Tees,Jones New York
565,1,1.0,7.0,565,Volcom Juniors Line Times Long Sleeve Henley Top,Tops & Tees,Volcom
568,1,1.0,7.0,568,Icebreaker Women's Cruise Cardigan,Tops & Tees,Icebreaker
572,1,1.0,7.0,572,2B Solid Peplum Top,Tops & Tees,2b by bebe
573,1,1.0,7.0,573,American Apparel Baby Rib 3/4 Sleeve Raglan,Tops & Tees,American Apparel
575,1,1.0,7.0,575,Tri-Mountain Women's Ruffle Trim Stylish Woven Shirt. LB733,Tops & Tees,Tri-Mountain
576,1,1.0,7.0,576,Allegra K Ladies Pullover Doll Collar 3/4 Sleeves Chiffon Blouse Blue M,Tops & Tees,Allegra K
577,1,1.0,7.0,577,Armani Exchange Open Shoulder Top,Tops & Tees,A:X Armani Exchange
579,1,1.0,7.0,579,Long Sleeve Tunic Top Blue Black and off white Patterned Great for Layering,Tops & Tees,Cecico Clothing
580,1,1.0,7.0,580,Woman Within Plus Size Easy sweatshirt-stitch trapeze tunic,Tops & Tees,Woman Within
582,1,1.0,7.0,582,Mountain Hardwear Women's Butter Zippity Shirt,Tops & Tees,Mountain Hardwear
583,1,1.0,7.0,583,Allegra K S Peter Pan Collar Sash-waist Single Breasted Blouse for Woman,Tops & Tees,Allegra K
585,1,1.0,7.0,585,Three Dots Red Women's Scoop Neck Top,Tops & Tees,Three Dots
587,1,1.0,7.0,587,Code V Ladies Realtree T Shirt,Tops & Tees,Code V
588,1,1.0,7.0,588,Indian Tunic Top Womens / Kurti Printed Blouse India Clothing,Tops & Tees,Maple Clothing
589,1,1.0,7.0,589,Harley-DavidsonÂ® Women's 110th Anniversary Logo Short Sleeve T-Shirt. Black. Graphics. All Cotton. 302917620,Tops & Tees,Harley-Davidson
594,1,1.0,7.0,594,Lucky Brand Women's Plus-Size Lexie Top,Tops & Tees,Lucky Brand
596,1,1.0,7.0,596,Karen Kane Women's Long Sleeve Scoop Neck T-Shirt,Tops & Tees,Karen Kane
600,1,1.0,7.0,600,Allegra K Ladies Jeans Point Collar Sleeveless Single Breasted Chiffon Blouse Green XS,Tops & Tees,Allegra K
602,1,1.0,7.0,602,GUESS Kyle One-Shoulder Top,Tops & Tees,GUESS
603,1,1.0,7.0,603,Ed Hardy Womens Lotus Platinum Tunic- Off White,Tops & Tees,Ed Hardy
605,1,1.0,7.0,605,bebe Asymmetric Draped Tunic,Tops & Tees,bebe
607,1,1.0,7.0,607,White Ladies Crew Neck Long Sleeve T-Shirt,Tops & Tees,FineBrandShop
608,1,1.0,7.0,608,Womens Flamingos Fitted Hawaiian Shirt,Tops & Tees,Pacific Legend
610,1,1.0,7.0,610,FUNFASH SLIMMING GOTHIC BLACK TOP SHIRT BLOUSE CLOTHING Plus Size Made in USA,Tops & Tees,Funfash
612,1,1.0,7.0,612,Collections Etc - Paisley Print Button Down Long Sleeve Blouse,Tops & Tees,Samanthas Style Shoppe
613,1,1.0,7.0,613,bebe Sequin Peplum Top -Web Exclusive,Tops & Tees,bebe
614,1,1.0,7.0,614,Carhartt Women's Petite Nailhead Logo T-Shirt,Tops & Tees,Carhartt
616,1,1.0,7.0,616,Mod-O-Doc Women's Supreme Jersey Layering Tank Shirt,Tops & Tees,Mod-O-Doc
618,1,1.0,7.0,618,American Apparel Rib U-Neck Tank,Tops & Tees,American Apparel
619,1,1.0,7.0,619,Tolani Women's Daphne Top,Tops & Tees,Tolani
624,1,1.0,7.0,624,Three Dots Red Women's Cut Out Top,Tops & Tees,Three Dots
627,1,1.0,7.0,627,Allegra K Woman Roll up Short Sleeve Point Collar Stripe Shirt Multicolor S,Tops & Tees,Allegra K
632,1,1.0,7.0,632,Allegra K Woman Meshy Long Sleeve Patchwork Slim Fit Shirt Tops Black S,Tops & Tees,Allegra K
634,1,1.0,7.0,634,ASICS Women's Rib I Tech 1/2 Zip Pullover,Tops & Tees,ASICS
636,1,1.0,7.0,636,Collections Etc - Embroidered Floral Paisley Knit Top,Tops & Tees,Samanthas Style Shoppe
637,1,1.0,7.0,637,Southpole Juniors Henley Neck Ribbed Long Sleeve Stripe Top,Tops & Tees,Southpole
641,1,1.0,7.0,641,AnimalShirtsUSA-Gir... Half Skin Womens Top - C-Neck T-Shirt,Tops & Tees,AnimalShirtsUSA
647,1,1.0,7.0,647,American Apparel Unisex Sheer Jersey Short Sleeve Deep V-Neck,Tops & Tees,American Apparel
649,1,1.0,7.0,649,Ralph Lauren Sport Women V-neck Pima Cotton Striped T-shirt,Tops & Tees,Ralph Lauren
651,1,1.0,7.0,651,Patty Women Sexy Backless Open Shoulder Long Sleeves Top Set,Tops & Tees,Patty
