order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
11430,9253,Cancelled,F,2023-06-05 02:03:00 UTC,,,,1
12059,9757,Cancelled,F,2023-03-10 05:35:00 UTC,,,,1
12096,9786,Cancelled,F,2023-03-27 14:43:00 UTC,,,,1
12097,9787,Cancelled,F,2023-03-23 08:08:00 UTC,,,,4
12299,9953,Cancelled,F,2023-02-22 01:22:00 UTC,,,,1
12368,10002,Cancelled,F,2023-05-28 11:37:00 UTC,,,,1
12475,10077,Cancelled,F,2023-01-06 16:12:00 UTC,,,,1
12605,10188,Cancelled,F,2023-04-03 17:06:00 UTC,,,,1
12798,10346,Cancelled,F,2023-02-06 10:22:00 UTC,,,,1
12878,10404,Cancelled,F,2023-06-09 07:19:00 UTC,,,,2
12960,10471,Cancelled,F,2023-03-20 14:07:00 UTC,,,,1
13125,10602,Cancelled,F,2023-04-09 06:53:00 UTC,,,,1
13206,10672,Cancelled,F,2023-04-24 10:07:00 UTC,,,,1
13247,10710,Cancelled,F,2023-01-01 08:13:00 UTC,,,,2
13771,11101,Cancelled,F,2023-01-17 15:05:00 UTC,,,,1
13870,11174,Cancelled,F,2023-03-15 01:46:00 UTC,,,,1
13872,11176,Cancelled,F,2023-05-12 18:28:00 UTC,,,,1
13910,11206,Cancelled,F,2023-01-07 04:49:00 UTC,,,,1
14178,11433,Cancelled,F,2023-01-17 18:48:00 UTC,,,,2
14209,11463,Cancelled,F,2023-05-12 05:32:00 UTC,,,,1
14599,11782,Cancelled,F,2023-04-07 18:56:00 UTC,,,,4
14855,11998,Cancelled,F,2023-04-20 18:09:00 UTC,,,,1
14867,12011,Cancelled,F,2023-01-02 09:59:00 UTC,,,,4
15275,12328,Cancelled,F,2023-06-29 16:00:00 UTC,,,,1
15317,12361,Cancelled,F,2023-02-07 10:32:00 UTC,,,,1
15544,12551,Cancelled,F,2023-05-11 06:16:00 UTC,,,,1
15691,12660,Cancelled,F,2023-05-25 12:21:00 UTC,,,,1
15882,12814,Cancelled,F,2023-01-10 05:00:00 UTC,,,,3
16122,13006,Cancelled,F,2023-06-02 09:51:00 UTC,,,,2
16140,13023,Cancelled,F,2023-06-20 01:13:00 UTC,,,,2
16152,13029,Cancelled,F,2023-04-29 03:16:00 UTC,,,,1
16179,13053,Cancelled,F,2023-03-12 16:17:00 UTC,,,,1
16388,13230,Cancelled,F,2023-06-26 10:01:00 UTC,,,,1
16700,13491,Cancelled,F,2023-02-23 13:09:00 UTC,,,,1
16977,13709,Cancelled,F,2023-02-06 00:55:00 UTC,,,,1
17097,13819,Cancelled,F,2023-01-15 07:56:00 UTC,,,,2
17164,13861,Cancelled,F,2023-02-22 10:34:00 UTC,,,,3
17196,13889,Cancelled,F,2023-05-22 11:38:00 UTC,,,,2
17468,14136,Cancelled,F,2023-06-06 09:42:00 UTC,,,,4
17581,14233,Cancelled,F,2023-05-21 17:24:00 UTC,,,,2
17960,14528,Cancelled,F,2023-05-18 18:38:00 UTC,,,,1
18342,14830,Cancelled,F,2023-01-10 13:25:00 UTC,,,,1
18505,14950,Cancelled,F,2023-05-28 08:40:00 UTC,,,,4
18538,14972,Cancelled,F,2023-03-04 03:21:00 UTC,,,,1
19027,15367,Cancelled,F,2023-06-10 16:32:00 UTC,,,,1
19254,15555,Cancelled,F,2023-05-07 09:36:00 UTC,,,,1
19306,15603,Cancelled,F,2023-05-29 03:30:00 UTC,,,,1
19480,15741,Cancelled,F,2023-05-23 12:33:00 UTC,,,,1
19486,15747,Cancelled,F,2023-03-15 10:55:00 UTC,,,,1
19797,15995,Cancelled,F,2023-02-04 07:13:00 UTC,,,,1
20092,16236,Cancelled,F,2023-01-13 02:13:00 UTC,,,,2
20118,16250,Cancelled,F,2023-06-18 13:15:00 UTC,,,,1
20128,16257,Cancelled,F,2023-04-10 06:44:00 UTC,,,,1
20630,16633,Cancelled,F,2023-05-29 06:15:00 UTC,,,,1
20835,16794,Cancelled,F,2023-01-20 13:58:00 UTC,,,,3
20940,16879,Cancelled,F,2023-03-30 16:05:00 UTC,,,,1
21006,16930,Cancelled,F,2023-02-18 16:44:00 UTC,,,,1
21096,17005,Cancelled,F,2023-06-15 00:33:00 UTC,,,,1
21163,17056,Cancelled,F,2023-01-10 08:47:00 UTC,,,,1
21174,17065,Cancelled,F,2023-06-11 05:57:00 UTC,,,,1
21230,17112,Cancelled,F,2023-03-27 04:23:00 UTC,,,,2
21321,17190,Cancelled,F,2023-05-21 12:42:00 UTC,,,,1
21370,17234,Cancelled,F,2023-03-25 10:30:00 UTC,,,,1
21787,17576,Cancelled,F,2023-02-01 17:31:00 UTC,,,,1
22169,17890,Cancelled,F,2023-03-04 15:01:00 UTC,,,,1
22178,17899,Cancelled,F,2023-02-23 15:33:00 UTC,,,,1
22272,17975,Cancelled,F,2023-02-17 17:48:00 UTC,,,,1
22430,18088,Cancelled,F,2023-06-18 14:31:00 UTC,,,,1
22509,18156,Cancelled,F,2023-04-27 01:43:00 UTC,,,,1
22967,18508,Cancelled,F,2023-03-18 07:35:00 UTC,,,,1
22977,18515,Cancelled,F,2023-06-12 00:29:00 UTC,,,,1
23077,18599,Cancelled,F,2023-01-09 05:39:00 UTC,,,,1
23409,18882,Cancelled,F,2023-03-13 11:13:00 UTC,,,,2
23419,18891,Cancelled,F,2023-06-03 02:57:00 UTC,,,,3
23595,19031,Cancelled,F,2023-03-19 02:46:00 UTC,,,,1
23999,19333,Cancelled,F,2023-01-01 10:12:00 UTC,,,,1
24080,19394,Cancelled,F,2023-02-11 17:48:00 UTC,,,,1
24153,19456,Cancelled,F,2023-03-20 12:06:00 UTC,,,,1
24159,19461,Cancelled,F,2023-03-14 05:37:00 UTC,,,,1
24240,19513,Cancelled,F,2023-01-08 16:53:00 UTC,,,,1
24457,19686,Cancelled,F,2023-05-16 06:24:00 UTC,,,,1
24680,19868,Cancelled,F,2023-06-24 18:11:00 UTC,,,,1
24738,19905,Cancelled,F,2023-02-27 02:37:00 UTC,,,,1
24785,19946,Cancelled,F,2023-04-29 02:39:00 UTC,,,,1
24926,20053,Cancelled,F,2023-03-05 17:08:00 UTC,,,,2
25108,20198,Cancelled,F,2023-04-03 04:00:00 UTC,,,,2
25306,20361,Cancelled,F,2023-02-12 07:47:00 UTC,,,,1
25522,20529,Cancelled,F,2023-03-18 06:52:00 UTC,,,,1
25661,20644,Cancelled,F,2023-06-11 03:32:00 UTC,,,,1
25674,20656,Cancelled,F,2023-05-11 14:19:00 UTC,,,,1
25809,20789,Cancelled,F,2023-01-10 07:17:00 UTC,,,,2
26021,20965,Cancelled,F,2023-02-19 00:57:00 UTC,,,,1
26038,20982,Cancelled,F,2023-01-12 13:11:00 UTC,,,,1
26108,21046,Cancelled,F,2023-05-07 05:22:00 UTC,,,,2
26179,21098,Cancelled,F,2023-05-05 12:15:00 UTC,,,,1
26719,21533,Cancelled,F,2023-01-08 01:46:00 UTC,,,,1
26790,21584,Cancelled,F,2023-01-06 11:05:00 UTC,,,,1
26923,21676,Cancelled,F,2023-03-19 06:03:00 UTC,,,,1
27286,21942,Cancelled,F,2023-04-29 08:45:00 UTC,,,,1
27515,22126,Cancelled,F,2023-02-06 14:00:00 UTC,,,,1
27632,22213,Cancelled,F,2023-03-09 05:24:00 UTC,,,,1
27685,22264,Cancelled,F,2023-02-25 04:00:00 UTC,,,,2
27839,22390,Cancelled,F,2023-01-02 09:38:00 UTC,,,,1
27869,22411,Cancelled,F,2023-06-02 09:02:00 UTC,,,,1
27902,22429,Cancelled,F,2023-01-05 08:13:00 UTC,,,,2
28485,22889,Cancelled,F,2023-06-13 18:02:00 UTC,,,,4
28584,22958,Cancelled,F,2023-01-04 18:15:00 UTC,,,,2
28700,23047,Cancelled,F,2023-03-22 13:55:00 UTC,,,,1
28756,23081,Cancelled,F,2023-06-09 06:07:00 UTC,,,,1
28826,23134,Cancelled,F,2023-06-25 09:50:00 UTC,,,,4
29199,23398,Cancelled,F,2023-01-30 17:18:00 UTC,,,,4
29217,23417,Cancelled,F,2023-05-11 12:08:00 UTC,,,,4
29307,23503,Cancelled,F,2023-01-18 18:15:00 UTC,,,,1
29465,23619,Cancelled,F,2023-02-05 17:22:00 UTC,,,,1
29542,23686,Cancelled,F,2023-04-17 05:55:00 UTC,,,,1
29559,23700,Cancelled,F,2023-03-31 18:39:00 UTC,,,,1
30089,24107,Cancelled,F,2023-04-21 03:29:00 UTC,,,,1
30246,24234,Cancelled,F,2023-03-31 08:33:00 UTC,,,,1
30303,24284,Cancelled,F,2023-05-12 15:35:00 UTC,,,,2
30484,24424,Cancelled,F,2023-03-20 06:00:00 UTC,,,,1
30493,24432,Cancelled,F,2023-02-25 12:01:00 UTC,,,,1
30711,24611,Cancelled,F,2023-05-05 08:23:00 UTC,,,,1
30909,24775,Cancelled,F,2023-01-23 10:49:00 UTC,,,,1
31068,24899,Cancelled,F,2023-03-11 00:25:00 UTC,,,,1
31440,25180,Cancelled,F,2023-01-21 14:05:00 UTC,,,,1
31554,25267,Cancelled,F,2023-04-29 02:50:00 UTC,,,,1
31572,25283,Cancelled,F,2023-03-04 11:39:00 UTC,,,,1
31660,25355,Cancelled,F,2023-01-21 05:32:00 UTC,,,,1
31678,25366,Cancelled,F,2023-01-19 17:00:00 UTC,,,,1
31926,25575,Cancelled,F,2023-03-01 03:29:00 UTC,,,,3
31941,25585,Cancelled,F,2023-04-29 07:36:00 UTC,,,,1
31969,25602,Cancelled,F,2023-02-08 16:34:00 UTC,,,,1
32019,25643,Cancelled,F,2023-04-14 07:54:00 UTC,,,,1
32202,25783,Cancelled,F,2023-04-11 13:56:00 UTC,,,,1
32242,25815,Cancelled,F,2023-02-13 13:51:00 UTC,,,,1
32337,25893,Cancelled,F,2023-05-04 02:14:00 UTC,,,,2
32368,25919,Cancelled,F,2023-06-22 12:02:00 UTC,,,,1
32450,25989,Cancelled,F,2023-05-02 08:39:00 UTC,,,,1
32475,26009,Cancelled,F,2023-06-27 14:48:00 UTC,,,,1
33025,26448,Cancelled,F,2023-03-10 12:43:00 UTC,,,,2
33049,26468,Cancelled,F,2023-02-27 04:02:00 UTC,,,,1
33423,26784,Cancelled,F,2023-06-16 02:14:00 UTC,,,,1
33515,26867,Cancelled,F,2023-04-02 18:10:00 UTC,,,,1
33729,27044,Cancelled,F,2023-02-05 14:19:00 UTC,,,,2
33864,27143,Cancelled,F,2023-04-26 09:28:00 UTC,,,,1
33916,27186,Cancelled,F,2023-03-21 01:15:00 UTC,,,,1
33980,27239,Cancelled,F,2023-01-11 15:56:00 UTC,,,,2
34284,27466,Cancelled,F,2023-06-11 14:47:00 UTC,,,,1
34348,27527,Cancelled,F,2023-06-05 11:14:00 UTC,,,,1
34349,27527,Cancelled,F,2023-01-13 11:14:00 UTC,,,,2
34390,27555,Cancelled,F,2023-06-08 02:40:00 UTC,,,,1
34818,27862,Cancelled,F,2023-03-21 05:53:00 UTC,,,,1
34993,28007,Cancelled,F,2023-06-29 11:03:00 UTC,,,,2
35292,28241,Cancelled,F,2023-06-24 00:57:00 UTC,,,,1
35528,28435,Cancelled,F,2023-06-25 01:27:00 UTC,,,,3
35915,28746,Cancelled,F,2023-06-14 00:36:00 UTC,,,,1
36025,28831,Cancelled,F,2023-03-06 08:02:00 UTC,,,,1
36117,28920,Cancelled,F,2023-06-20 05:08:00 UTC,,,,4
36319,29080,Cancelled,F,2023-06-22 17:37:00 UTC,,,,2
36617,29318,Cancelled,F,2023-06-22 05:16:00 UTC,,,,1
36760,29436,Cancelled,F,2023-05-07 13:06:00 UTC,,,,1
37170,29742,Cancelled,F,2023-05-18 07:26:00 UTC,,,,1
37353,29887,Cancelled,F,2023-05-12 10:05:00 UTC,,,,1
37434,29948,Cancelled,F,2023-04-25 18:23:00 UTC,,,,1
37608,30085,Cancelled,F,2023-06-10 16:02:00 UTC,,,,4
37737,30194,Cancelled,F,2023-01-05 02:40:00 UTC,,,,1
37821,30260,Cancelled,F,2023-01-11 13:27:00 UTC,,,,1
37879,30306,Cancelled,F,2023-03-12 16:03:00 UTC,,,,1
37971,30390,Cancelled,F,2023-02-23 02:55:00 UTC,,,,1
38195,30570,Cancelled,F,2023-03-12 04:53:00 UTC,,,,1
38204,30581,Cancelled,F,2023-02-26 10:48:00 UTC,,,,2
38243,30619,Cancelled,F,2023-05-01 18:24:00 UTC,,,,2
38388,30730,Cancelled,F,2023-02-20 00:57:00 UTC,,,,1
38464,30794,Cancelled,F,2023-05-29 01:01:00 UTC,,,,1
38491,30817,Cancelled,F,2023-02-03 02:46:00 UTC,,,,2
39110,31302,Cancelled,F,2023-01-07 14:34:00 UTC,,,,1
39303,31466,Cancelled,F,2023-02-24 14:41:00 UTC,,,,1
39404,31535,Cancelled,F,2023-02-06 09:25:00 UTC,,,,2
39446,31576,Cancelled,F,2023-04-01 10:13:00 UTC,,,,1
39459,31586,Cancelled,F,2023-02-10 03:24:00 UTC,,,,1
39531,31648,Cancelled,F,2023-02-07 02:42:00 UTC,,,,2
39702,31804,Cancelled,F,2023-06-18 06:43:00 UTC,,,,1
39737,31834,Cancelled,F,2023-01-29 11:03:00 UTC,,,,1
39764,31849,Cancelled,F,2023-01-11 09:58:00 UTC,,,,2
39854,31920,Cancelled,F,2023-05-31 14:53:00 UTC,,,,1
39952,32009,Cancelled,F,2023-05-21 04:24:00 UTC,,,,1
39990,32039,Cancelled,F,2023-05-08 07:39:00 UTC,,,,1
40067,32102,Cancelled,F,2023-01-25 01:22:00 UTC,,,,1
40162,32180,Cancelled,F,2023-03-24 06:04:00 UTC,,,,1
40169,32191,Cancelled,F,2023-03-20 18:17:00 UTC,,,,1
40175,32196,Cancelled,F,2023-02-06 18:23:00 UTC,,,,1
40278,32298,Cancelled,F,2023-01-10 12:05:00 UTC,,,,1
40926,32811,Cancelled,F,2023-06-24 16:48:00 UTC,,,,3
41109,32960,Cancelled,F,2023-01-22 18:19:00 UTC,,,,2
41347,33154,Cancelled,F,2023-02-08 16:10:00 UTC,,,,1
41515,33286,Cancelled,F,2023-03-18 03:28:00 UTC,,,,1
41709,33453,Cancelled,F,2023-01-19 05:42:00 UTC,,,,4
41905,33601,Cancelled,F,2023-03-06 03:33:00 UTC,,,,1
41997,33659,Cancelled,F,2023-05-29 14:36:00 UTC,,,,1
42415,34004,Cancelled,F,2023-01-27 18:56:00 UTC,,,,1
42687,34204,Cancelled,F,2023-02-24 14:07:00 UTC,,,,1
42940,34372,Cancelled,F,2023-05-07 00:11:00 UTC,,,,1
43186,34573,Cancelled,F,2023-02-14 04:22:00 UTC,,,,2
43591,34911,Cancelled,F,2023-02-18 03:40:00 UTC,,,,1
43727,35030,Cancelled,F,2023-03-05 04:10:00 UTC,,,,1
43750,35048,Cancelled,F,2023-03-16 05:10:00 UTC,,,,1
44149,35378,Cancelled,F,2023-06-29 08:40:00 UTC,,,,1
44262,35471,Cancelled,F,2023-06-19 10:40:00 UTC,,,,1
44433,35617,Cancelled,F,2023-02-12 03:51:00 UTC,,,,1
44693,35831,Cancelled,F,2023-03-08 01:19:00 UTC,,,,2
44786,35911,Cancelled,F,2023-04-22 02:38:00 UTC,,,,3
44788,35912,Cancelled,F,2023-03-18 03:42:00 UTC,,,,1
44880,35990,Cancelled,F,2023-03-19 16:03:00 UTC,,,,3
44889,35998,Cancelled,F,2023-06-25 05:11:00 UTC,,,,1
45503,36500,Cancelled,F,2023-03-16 10:23:00 UTC,,,,1
45679,36642,Cancelled,F,2023-03-17 07:30:00 UTC,,,,3
45759,36718,Cancelled,F,2023-05-20 17:05:00 UTC,,,,1
45776,36733,Cancelled,F,2023-04-17 07:48:00 UTC,,,,1
45827,36780,Cancelled,F,2023-04-12 15:35:00 UTC,,,,1
45830,36781,Cancelled,F,2023-02-17 03:58:00 UTC,,,,1
45967,36889,Cancelled,F,2023-04-26 07:10:00 UTC,,,,2
46397,37256,Cancelled,F,2023-05-08 06:59:00 UTC,,,,1
46444,37291,Cancelled,F,2023-06-14 07:07:00 UTC,,,,4
46460,37305,Cancelled,F,2023-01-12 05:23:00 UTC,,,,1
46578,37396,Cancelled,F,2023-01-26 18:14:00 UTC,,,,1
46723,37503,Cancelled,F,2023-03-30 11:49:00 UTC,,,,2
46928,37667,Cancelled,F,2023-06-29 06:03:00 UTC,,,,1
46965,37695,Cancelled,F,2023-03-07 03:14:00 UTC,,,,3
47301,37966,Cancelled,F,2023-06-28 03:40:00 UTC,,,,2
47391,38034,Cancelled,F,2023-03-13 16:25:00 UTC,,,,1
47431,38060,Cancelled,F,2023-03-04 00:32:00 UTC,,,,3
47604,38188,Cancelled,F,2023-03-07 14:00:00 UTC,,,,1
47679,38246,Cancelled,F,2023-05-09 10:42:00 UTC,,,,1
47698,38263,Cancelled,F,2023-02-04 07:10:00 UTC,,,,1
47749,38299,Cancelled,F,2023-01-25 09:28:00 UTC,,,,1
47849,38382,Cancelled,F,2023-04-14 17:46:00 UTC,,,,4
48016,38526,Cancelled,F,2023-02-22 00:39:00 UTC,,,,1
48132,38618,Cancelled,F,2023-01-16 04:26:00 UTC,,,,1
48140,38625,Cancelled,F,2023-03-05 08:41:00 UTC,,,,1
48180,38665,Cancelled,F,2023-04-29 14:56:00 UTC,,,,3
48185,38668,Cancelled,F,2023-02-13 17:04:00 UTC,,,,1
48404,38838,Cancelled,F,2023-04-27 09:27:00 UTC,,,,1
48685,39062,Cancelled,F,2023-06-06 05:32:00 UTC,,,,1
48868,39194,Cancelled,F,2023-05-28 10:59:00 UTC,,,,1
49185,39436,Cancelled,F,2023-06-22 14:35:00 UTC,,,,1
49199,39448,Cancelled,F,2023-02-16 06:14:00 UTC,,,,1
49649,39820,Cancelled,F,2023-04-16 07:18:00 UTC,,,,2
49692,39851,Cancelled,F,2023-01-31 15:13:00 UTC,,,,1
50183,40227,Cancelled,F,2023-03-10 18:37:00 UTC,,,,1
50243,40270,Cancelled,F,2023-02-04 07:11:00 UTC,,,,2
50252,40279,Cancelled,F,2023-06-10 09:38:00 UTC,,,,2
50401,40398,Cancelled,F,2023-03-29 06:54:00 UTC,,,,1
50617,40551,Cancelled,F,2023-02-01 09:45:00 UTC,,,,1
50930,40791,Cancelled,F,2023-05-22 10:33:00 UTC,,,,2
51093,40922,Cancelled,F,2023-01-29 10:40:00 UTC,,,,1
51278,41088,Cancelled,F,2023-02-24 00:24:00 UTC,,,,1
51431,41213,Cancelled,F,2023-05-21 14:35:00 UTC,,,,2
51864,41571,Cancelled,F,2023-04-02 03:38:00 UTC,,,,1
51920,41617,Cancelled,F,2023-01-12 13:41:00 UTC,,,,1
51942,41636,Cancelled,F,2023-03-10 09:21:00 UTC,,,,1
52053,41718,Cancelled,F,2023-05-19 17:09:00 UTC,,,,4
52090,41742,Cancelled,F,2023-06-06 08:30:00 UTC,,,,1
52445,42025,Cancelled,F,2023-02-28 10:07:00 UTC,,,,1
52544,42102,Cancelled,F,2023-06-24 08:03:00 UTC,,,,1
52546,42102,Cancelled,F,2023-02-05 08:03:00 UTC,,,,1
52767,42295,Cancelled,F,2023-04-09 06:56:00 UTC,,,,1
52890,42391,Cancelled,F,2023-04-28 15:46:00 UTC,,,,1
52922,42414,Cancelled,F,2023-01-16 08:17:00 UTC,,,,1
52991,42481,Cancelled,F,2023-05-07 10:36:00 UTC,,,,1
53289,42719,Cancelled,F,2023-04-01 04:57:00 UTC,,,,2
53428,42822,Cancelled,F,2023-06-09 10:40:00 UTC,,,,1
53563,42937,Cancelled,F,2023-03-21 09:46:00 UTC,,,,1
53838,43144,Cancelled,F,2023-06-22 03:46:00 UTC,,,,1
53972,43263,Cancelled,F,2023-06-06 09:57:00 UTC,,,,2
54204,43453,Cancelled,F,2023-06-02 03:03:00 UTC,,,,1
54443,43650,Cancelled,F,2023-05-16 04:45:00 UTC,,,,1
54628,43810,Cancelled,F,2023-06-03 16:36:00 UTC,,,,1
54637,43816,Cancelled,F,2023-04-21 14:23:00 UTC,,,,1
54749,43909,Cancelled,F,2023-03-18 06:59:00 UTC,,,,2
54760,43915,Cancelled,F,2023-01-23 10:00:00 UTC,,,,4
54974,44092,Cancelled,F,2023-03-07 13:20:00 UTC,,,,4
55007,44115,Cancelled,F,2023-06-15 10:57:00 UTC,,,,1
55044,44148,Cancelled,F,2023-04-17 03:07:00 UTC,,,,2
55145,44227,Cancelled,F,2023-06-05 14:20:00 UTC,,,,2
55176,44252,Cancelled,F,2023-05-20 14:12:00 UTC,,,,1
55199,44275,Cancelled,F,2023-05-09 07:59:00 UTC,,,,1
55338,44384,Cancelled,F,2023-03-23 14:06:00 UTC,,,,1
55530,44538,Cancelled,F,2023-06-16 09:03:00 UTC,,,,3
55731,44685,Cancelled,F,2023-01-30 15:18:00 UTC,,,,1
55845,44777,Cancelled,F,2023-04-25 17:07:00 UTC,,,,1
55864,44790,Cancelled,F,2023-02-04 01:46:00 UTC,,,,4
56269,45130,Cancelled,F,2023-04-07 09:55:00 UTC,,,,1
56275,45139,Cancelled,F,2023-02-14 13:06:00 UTC,,,,2
56550,45369,Cancelled,F,2023-03-30 07:34:00 UTC,,,,1
56622,45431,Cancelled,F,2023-04-23 02:33:00 UTC,,,,1
56636,45441,Cancelled,F,2023-03-06 02:02:00 UTC,,,,1
56957,45715,Cancelled,F,2023-04-05 06:09:00 UTC,,,,2
57012,45757,Cancelled,F,2023-05-01 09:12:00 UTC,,,,1
57315,46005,Cancelled,F,2023-01-16 12:32:00 UTC,,,,1
57424,46086,Cancelled,F,2023-05-02 04:59:00 UTC,,,,2
57490,46136,Cancelled,F,2023-05-04 16:15:00 UTC,,,,1
57511,46148,Cancelled,F,2023-02-21 09:39:00 UTC,,,,2
57582,46205,Cancelled,F,2023-05-06 11:36:00 UTC,,,,3
57650,46257,Cancelled,F,2023-05-22 09:12:00 UTC,,,,1
57818,46381,Cancelled,F,2023-03-11 06:35:00 UTC,,,,3
57825,46388,Cancelled,F,2023-06-18 11:00:00 UTC,,,,1
58056,46558,Cancelled,F,2023-03-28 16:45:00 UTC,,,,1
58079,46574,Cancelled,F,2023-05-01 17:45:00 UTC,,,,2
58135,46625,Cancelled,F,2023-03-22 13:34:00 UTC,,,,1
58362,46786,Cancelled,F,2023-04-21 00:20:00 UTC,,,,1
58602,46997,Cancelled,F,2023-02-20 18:24:00 UTC,,,,1
58921,47243,Cancelled,F,2023-03-31 02:04:00 UTC,,,,2
59111,47399,Cancelled,F,2023-03-15 07:09:00 UTC,,,,1
59176,47440,Cancelled,F,2023-04-01 04:14:00 UTC,,,,2
59177,47441,Cancelled,F,2023-04-16 18:07:00 UTC,,,,1
